label,text
0,look back building offence coat want get sick hurry home wear coat gym
0,disappointment disgust leg hurt musta overdid mon
0,ok asked money far
0,married man kanji dont eat anything awesome kidding
1,upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer end july term condition apply optout available
0,k k good study well
0,superior telling friday leave department except leave call waheed fathima human resource conform
0,phone weirdest auto correct
0,must whatever stay touch around wait summer day celebrate magical sight world dressed white oooooh let snow
0,yes elaborating safety aspect issue
0,alright outhave good night
1,text meet someone sexy today find date even flirt u join p reply name age example stop annoying msg recd penny
0,true easier
1,important customer service announcement call freephone
1,got take take part wrc rally oz lucozade energy text rally limited edition p see pack lucozade co ukwrc itcould u
0,getting threat sale executive shifad raised complaint official message
0,really sorry intoxicated hair fire
0,reach home something someone good cool liao
0,sorry going home first daddy come cool later
0,one love
0,hi wkend kidding journey terrible white knight good huge back log marking
0,shes great surprise
0,haha dont angry take practice real thing equal
0,happens waxsto want come cool tight etc get medical insurance shell able deliver uncool care currently shopping right medical insurance give friday morning thats see major person guide right insurance
0,mmmm cant wait lick
1,good looking exciting fantasy call p per minute name tune ltd po box croydon cr wb national rate call
0,binary digit smile hppnss drop tear sorrow part heart life heart like mine wil care u forevr goodfriend
0,mean get door
0,sister belongs family hope tomorrow pray herwho fated shoranur train incident let borrow money hand together amp fuelled love amp concern prior grief amp pain please join say chain amp pas stop violence woman
0,laughing loud would despite cramp like girl
0,please please drink plenty plenty water
0,nice day phone chat
1,specially selected receive award call line close cost ppm tc apply aggressive promo
0,wanted wish happy new year wanted talk legal advice gary split person make experience using hallucinogenic drug ptbo hope everything good babe love
0,friend help united state problem give stupid suggestion land united state another problem help united state forgt previous problem
0,finished work yet
0,got favorite oyster got favorite sashimi kidding lar say already wait stomach start rumbling
1,urgent mobile number awarded bonus caller prize call land line valid hr
0,go fool dont cheat others kidding
0,trying find chinese food place around
0,aight let know whats
0,wont wats guy
0,like made throw whatever smoking friend car one love time amazing
0,cant get district attorney laptop matric amusing lei
0,drop everything read reached railway happen
0,nan sonathaya soladha bos
0,hey thk whatever go accordin whatever discussed yest lor except offence kind bud sun there thanks much lesson go whatever attend kind bud sat
1,please call customer service representative freephone ampm guaranteed cash prize
0,pain couldnt come worse time
0,beerage
0,shall come get pickle
0,going go get taco
0,nite
1,new message please call
0,take away money worry
0,byatch whassup
0,usually body take care buy making sure doesnt progress whatever please continue talk saturday
1,important information orange someone us people gain advantage xxxxxx today lucky day find log onto there fantastic prizeawaiting
0,opinion jada kusruthi lovable silent spl character matured stylish simple please reply
0,send content page
0,still checked da
0,word said something wrong sorry check mind picking tomorrow half eight station would ok
0,sorry cant help
0,going say sorry would normal starting panic time sorry seeing tuesday
0,gone get information bittorrent dont know
0,hi always online yob lout would like chat someday
0,cool text ready
0,hello say yijue would happy work gek
0,make lasagna vodka
0,hmm uncle informed he paying school directly please buy food
0,there lot thing happening lindsay new year sigh bar ptbo sad heron something going
1,free week noone nokia tone mob every week message nokia get txting tell mate pobox wwq normptone
0,kidding waliking alright newb buy anything go house
0,half outside player allowed play know
0,thanks dude guy nite
0,cbe really good nowadays lot shop showroom city shaping good
0,cps causing outage conserve energy
0,watching cartoon listening music amp eve go temple amp church u
0,pathetic puppy noise
0,yunny walking citylink faster come hungry
0,realise busy guy trying bother get exam try car great day
1,accordingly repeat text word kidding mobile phone send
0,also came room
0,hello got something andrewsboy long way cold keep posted
0,laughing loud offence interjection said experiencing pain wish id stayed binary digit longer
0,confused sound mean computational science like one love sell drug
0,cooked rather national institute clinical excellence salmon cantonese exclamation
0,great brother really scraped barrel shower social misfit
0,purity friendship two smiling reading forwarded message smiling seeing name good evng
0,cool left early check working
0,dont want hear anything
0,half sorry please
0,hospital da return home evening
0,care get weaseling shit twice rest world
0,drinkin ok
0,wonderful okors great month whatever cherish guy wish day mojibiola
1,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm
0,aight see binary digit
0,sorry mate phone didnt write love kate
0,wats opinion character
0,helloquit edrunk sorry pthis make offence senrddnot offence refer posted chat dancce drum basqihave fun nhite kiss right schedule xxxxxxx
1,contacted dating service someone know find call land line powdered drug poboxwtgp
0,message sent askin dollar shoul pay
0,twenty dollar je still good looking
0,know z take care offence worry
0,send email mind time per night
0,drop everything read whatever going rubber place
0,offence bluray player
0,ummma call check life begin qatar please pray hard
0,im reaching another stop
0,todaysunday sunday holiday offence work
0,take mokka player
0,hello good week fancy drink something later
0,kallis wont play first two odi
0,real getting yo need ticket one love jacket done already used multis
0,k k going
0,yes bathe liao
0,mode men left
0,turn heater heater division gang degree
0,waiting call sir
0,still grinder
0,get gift year didnt get anything good
0,haha cant tomorrow forfeit haha
0,hurry home great butt hang last caller food finished starving ask cooked
1,talk sexy make new friend fall love world discreet text dating service text important person see could meet
0,fine absolutly fine
0,operate
0,list buyer
1,back work morro half term see tonight sexy passion go back chat love dena call minmobsmorelkpoboxhpfl
0,come lt pas lar
0,offence check room befor activity
0,rose redred bloodblood heartheart u send friend including like get back u poor relation u need support u frnd many luvs praying god marry u try
0,made appointment
0,great something someone good trip dont panic surrender
0,message great doctor india drink appy fizz contains cancer causing age
0,sorry call later meeting
0,shes good working
0,ok
0,meeting call later
0,drop everything read denying word please
0,future whatever planned tomorrow result whatever today best present enjoy future
0,get ready moan scream
0,send friend receive something voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny irritating lovable reply
0,morning ok
0,hello darlin kate doin somethin tonight going bar called swan something parent one love drink phone
0,every day use sleep
0,umma life vava umma love lot drop everything read
0,really message da nalla timing
0,oh asked fun haha take care
0,yeah whatever wouldnt leave hour least hows sound
0,gumbys special drug pizza know doin tonight
0,think waiting bus inform get ever get
0,cant pick phone right please send message
1,bought one love sound cell phone make receiving call getting text costing pound offering tone et cetera
0,taking italian food pretty dress offence panty
0,well glad didnt find totally disagreeable silence laughing loud
0,come karnan car please wait till pm directly goto doctor
0,sound better evening costume sure time finish tomorrow message end
0,dont search love let love find u thats called falling love bcoz dont force fall know smeone borrow money u bslvyl
0,change district attorney report big already made change district attorney previous report
0,lol quality good complaining
0,jolly good way give ticket scholastic assessment test eve speak kiss
0,yes baby need stretch open pussy
0,ok gentleman treat dignity respect
0,lost cool tight etc always u intend ugly never knew felt iwasmarinethat itriedtell urmom careabout
0,hello love went day alright think awesome send jolt heart remind silence love hear screamed across sea world hear ahmad alcohol hallaq loved dominated possessive passionate kiss
0,name anyone avatar imp one love point thought actually fly room almost tried hittng one love reflex
0,important prevent dehydration giving enough fluid
0,know scorable
0,
0,nope think go monday sorry replied missed period
0,information taking quick shower epsilon like minute
0,kidding railway
0,offence worry hope photo shoot went well spiffing fun workage
0,thought drink tap spile seven bar flatulence something woman something canal ok
0,time coming later
0,knew slept missed period yest wake late
0,offence go offence opening room til thanksgiving without upcharge
0,said going snow start around pm tonite predicting inch accumulation
0,cant pick phone right please send message
0,per request maangalyam alaipayuthe division gang callertune caller press copy friend callertune
1,splashmobile choose great tone wk subscrition service weekly tone costing p one love credit kick back enjoy
0,district attorney car park
1,winner specially selected receive cash award speak exciting operator claim call ampm cost p
0,probably money worry thing coming due several outstanding invoice work two three month ago
0,look like wil getting headstart leaving ish desperate company could head earlierwe goin meet rummer
0,laughing loud anger mom taking forever prescription pharmacy like minute away ugh
0,use foreign stamp whatever send
0,tell address
0,little time thing good time ahead
0,hello damn christmas thing think decided keep music file doesnt work
0,okay see understood pick friday
0,kidding sure time finish tomorrow want spend evening would vewy vewy lubly love kiss
0,wonder world style smile personality nature short message service ur lovely friendship good morning dear
1,subscriber identity module subscriber selected receive bonus get delivered door message word kidding claim pmsg exp apr
0,opinion jada kusruthi lovable silent spl character matured stylish simple please reply
1,please call customer service representative ampm guaranteed cash prize
0,thats fine got enough marijuana last night least
0,haha figure found gun priscillas part marijuana pipe
0,sister lor whatever watched italian job
0,name anyone suck snake got old raiden got good looking
0,also sir sent email log university southern california payment portal send another message explain thing back home great weekend
0,cool website yes
0,man carlos definitely coming multi user tonight offence excuse
0,room need
0,division gang place heart mind mind easily forgets heart always remember wish happy valentine day
0,send picture like
0,sorry call later
1,santa calling would little one like call santa xmas eve call cool predictive text time
0,sound like something someone testing would sayy
0,make people dearer happiness feel meet pain feel miss dem
1,someone contacted dating service entered phone fancy find call landline poboxntfp
0,going sao multi user today finished
0,come see yes see tomorrow hair
0,offence da stupid da always sending like top man believe message pandy mental
0,boo babe enjoyin yourjob seemed gettin hunnyhope ure oktake care llspeak soonlots loveme xxxx
0,cool whatever fun practicing making baby
0,kidding arm feeling weak got shot whatever go another time
0,get home
1,urgent mobile offence awarded bonus caller prize attempt contact call boxqu
0,sound gd haha wah yan jiu fast liao
0,great comedy cant stop laughing da
0,hope alright babe worry might felt binary digit desparate learned job fake waiting come back love
0,inside office still filling form know leave
1,drop everything read voucher holder next meal u use following link politically correct enjoy dining experience
0,hmmm k want change field quickly da want get system administrator two connected computer administrator
1,hard exciting chat pmin choose girl connect live call cheap chat uk biggest exciting service vu bcmwcnxx
1,nokia get win free auction take part send nokia hgsuitelands rowwjhl
0,love give massage use lot baby oil favorite position
0,sleeping surfing
0,didnt call lunch
0,let heart compass mind manalienpredator soul guide never loose world gnun sent via waysms com
0,meeting call later
1,win shopping spree every week starting play text store skilgme tscs winawk age perweeksub
0,later guess needa mcat study
1,congrats mobile third generation mobile phone network videophones call videochat mate play programming language game dload polyph music noline rentl
0,look amy ure beautiful intelligent woman like lot know like like worry
0,hello lover go new job happy think wake slave send teasing keep simple stupid across sea
0,watching surya movie pm vijay movie pokkiri
0,half ic thought meant mary jane
0,guy car shop flirting got phone number paperwork called texted nervous course certainly may address call cool tell knowing may get fired
1,forwarded please call immediately urgent message waiting
1,guess ithis first time created world wide web page read wrote waiting opinion want friend
0,said kiss kiss cant cool effect gorgeous man isnt kind person need smile brighten day
0,thanks district attorney thangam feel happy dear also miss da
0,kidding lor
0,eat shit wait monkey face bitch asshole
0,heehee funny though
0,drop everything read whatever know th th birthday loving gopalettan whatever planning give small gift day like participate welcome please contact administrator forum network etc team detail
0,usual iam fine happy amp well
0,kidding da already planned wil pick
1,hope enjoyed new content text stop unsubscribe helpp provided tonesyou co uk
0,make people dearer happiness feel meet pain feel miss dem
0,good need receipt well done yes please tell number could ring
0,keep mind got enough flatulence one love round experience using hallucinogenic drug barring sudden influx cash
0,mean february april getting place stay hustle back forth audition season since sister moved away harlem
0,love as enjoy doggy style
1,cmon babe make horny turn message fantasy babe hot sticky need reply cost cancel send stop
0,yes lunch buffet eat already
0,mu try figure much money everyone flatulence alcohol jay trying figure marijuana budget
0,hello hi sathya till whatever meet even single time saw situation sathya
0,darren say considering ask
0,said look pretty long hair wat thk he cutting quite short leh
0,meanwhile shit suite xavier decided give united state second warning samantha coming playing jay guitar impress shit also think doug realizes exciting anymore
0,going college pa else cool tight etc come self pa
0,sorry pain kidding whatever meet another night spent missed period afternoon casualty mean havent finished stuffmoro includes time sheet sorry
0,hmm thinking lor
0,joy father john john joy father answer th hav iq second question try answer
0,shhhhh nobody supposed know
0,ok anybody asks tel p
1,new message call
0,yeah worse
0,piss talking someone realise point read backwards
0,much would cost hire hitman
0,gran onlyfound afew day ago cusoon honi
0,yet ya sapna aunty manege yday hogidhe chinnu full weak swalpa black agidhane
0,come sec there somebody want see
0,mean got epi fine
0,yeah thats fine get ok
0,walked hour see u show care wont believe serious
0,said would woke silence
1,guess somebody know secretly fancy want find give united state call landline dateboxessexcmxn pmin
0,sun sleep medicine
1,secret admirer looking make contact ufind rreveal think specialcall
0,time thinkin goin
0,youwhen wil reach
0,honey sweetheart darling sexy buttock sugar plum loverboy miss boytoy silence smack as go gym
0,hey going ring
0,entered cabin personal assistant said happy bday cool felt special askd lunch lunch invited apartment whatever went
0,printer cool cool groovy wine groovying
0,god bless get good sleep dear pray
0,anything special
1,pls stop bootydelious f inviting friend reply yes see stop send stop frnd
0,awake oh whats
0,buck bank fee fixed better call bank find
0,dhoni luck win great title whatever win
0,hello like hlday pic looked horrible took modus operandi hows camp amrca thing speak soon serena
0,hmph go head great baller
0,love aathi love lot
0,wana plan experience using hallucinogenic drug sometme
0,idea soon get converted live
0,newb meet combine part hows district attorney rest district attorney hood going
0,happened interview
1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min message orange call mobileupd calloptoutqf
0,dont worry day great lambu vl come til enjoy batchlor party
0,alrite
0,cool confirmed small child say oni kidding
0,tell make little spreadsheet track whose idea smoke determine smoke much entire month february
0,good evening sir alcohol peace wahleykkum sharing happy news grace god got offer tayseertissco joined hope fine inshah allahmeet sometime rakheshvisitor india
0,nationwide auto centre something like cigarette brand road liked
0,hello hi booked kind bud scholastic assessment test already lesson whatever going ah keep scholastic assessment test night free whatever need meet confirm lodging
0,deep sigh silence miss silence really surprised havent gone internet cafe yet get silence miss
0,lecture
0,hi missed call mumhas beendropping red wine theplace adress
0,babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kiss
0,gangsta disciple luck exam
0,feel like dick keep sleeping text facebook message sup town
0,movie collect car oredi
0,thats good need drug
0,still grand prix
0,well medical mission nigeria
0,forget tell want need crave silence silence love awesome arabian steed silence mmmmmm silence yummy
0,hello message office
0,coming funeral home
0,head straight
0,great see message leaving congratulation dear school plan
0,although told baig face watch really like ecstasy watch gave real u thanks everything uve finished today touched
1,drop everything read voucher holder claim week offer politically correct please go tscs apply
0,every monday nxt week vl completing
0,awesome heart
0,reach home minute
0,haha get used driving usf man know lot stoner
0,ok askd knw
0,anyway going shopping beat sister finished yet disturb liao
1,urgent attempt contact uu call tcsbcmwcnxx callcostppmmobilesvary max
0,hello hi happy birthday
0,bring tattoo compact disc top man forget
0,know shall speak minute
0,thanks understanding trying tell sura
0,surely result offer
0,go buy meet later
0,hcl chennai requires fresher voice process excellent english needed salary upto call m suman telephonic interview via indyarocks com
0,one love joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting
0,sister going earn da
0,know lei thk mom lazy go neva ask yet
0,normal
0,kidding thats great thanks lot
0,shall get pouch
0,carlos taking awesome time usual let know patty donewant smoke tell haul as
0,get person perfect body billion call text help god
0,ignore blank blank laughing loud
0,want custom officer discount oh
0,almost see second
0,reach office around ltdecimalgt amp mobile problem cannt get voice call free
0,yeah get unlimited
0,yes kidding thanx
1,winner ave specially selected receive cash holiday flight incoming speak exciting operator claim pmin
0,hello probably much fun get message thought identity message bored james farting night
0,got salt rub open wound like
0,ok get
0,gim minute ago
1,short message service auction nokia get win free auction take part send nokia hgsuitelands rowwjhl
0,channel
1,free video camera phone half price line powdered drug rental mths cross ntwk min txts call mobileupd calloptout
0,much payed suganya
0,compliment away system side
1,latest nokia mobile mp player apple music file player proze guaranteed reply win norcorp ltd mtmsgrcvd
0,suck got planned valentine valentine arent
0,personal assistant selected
0,busy trying finish new year looking forward finally meeting
0,still havent collected money please let know go place sent get control number
1,someone know asked dating service contact cant guess call revealed po box wu
0,babe talking think good boy missing love
0,agree stop thinkin ipad please ask macho question
0,perhaps indicating spelling correction much easy give account identification tomorrow university
0,bus love
0,one love small prestige problem
0,came look flat seems ok indicating spelling correction away alot work got woman coming
1,urgent awarded complimentary experience using hallucinogenic drug eurodisinc trav acoentry claim message say morefrmmob shracomorsglsuplt l aj
0,happy new year family may new year bring happiness stability tranquility vibrant colourful life
0,yeah leave maybe ish
0,got tallent wasting
1,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
0,laughing loud great getting hungry
0,sun cant come earth send love ray internet cant come river send love rain cant come meet u send care message u good evng
0,thanks message really appreciate sacrifice sure process direct pay find back test tomorrow cool wonderful day
1,costa del sol holiday await collection call toclaim sae take care pobox stockport skxh cost pm maxmins
0,audrie lousy autocorrect
0,half forwarded message thought send
0,multiply number independently count decimal point division sell drug decimal place like showed
0,released another italian one love today cosign option
0,meeting district attorney good evening good night tmr
0,whatever juliana whatever want
0,hello stu im much truble home moment evone hate even u hell antivirus finished wont tell text bck please love dan
0,remain unconvinced isnt elaborate test willpower
0,thinking chennai forgot come auction
0,watching tv lor national institute clinical excellence one love like lor
0,please send aunty number
0,remember ask alex pizza
1,guaranteed latest nokia phone gb mp player apple music file player prize message wordcollect tcllc nyusa pmt msgrcvd
0,come home
0,takin linear algebra today
0,entered cabin personal assistant said happy bday cool felt special askd lunch lunch invited apartment whatever went
0,couldnt say offence dying man feel pathetic go wanted know would probably gone missed period night
0,everything weather keep top warm cold nothing serious please lot vitamin see
1,babe want dont baby nasty thing filthyguys fancy rude time sexy bitch whatever go slo hard message kiss slo msg
0,finish meeting call
0,know dad back
0,thk email find world trade center far weiyi goin ecstasy rest know yet goin dinner might able join
0,laughing loud still feeling sick
0,hello shanilrakhesh thanksi exchanged uncut diamond stuff leaving back excellent service dino prem
1,girl many local public house virgin ready fil every sexual need fil text someone p
0,jus finish watching tv u
0,master buy big brother sale hows boyfriend
0,sorry call later meeting
0,certainly put thing perspective something like happens
1,themobhit link get premium pink woman like older men game new sugababes crazy zebra animation cool hoody wallpaperall free
0,hi got money da
0,laughing loud really first woke gave
0,tired special
0,happen
0,offence need buy lunch eat maggi mee
0,much textin
1,winner specially selected receive cash holiday flight incoming speak exciting operator claim
0,married man railway
0,sea lay rock rock envelope envelope paper paper word
1,bored housewife chat date btnational rate pmin landline
0,yet wearing sad shirt black pant
0,hello madam
0,keep person perfect body runescape shelf buy two egg
0,quite missed period lar alright anyway bye drivin
0,ok much though hm friday cant wait know hell going another week become slob half wait already finished
0,lovely night kiss
0,weather cali great complexity great need car move freely tax outrageous great place pathetic part missing home
0,late
0,auntie huai juan never pick phone
0,kidding lor reaching message
0,hello babe home want something kiss
0,school real haf district attorney cool predictive text sch home
0,yes nigh cant aha
1,hello ibh customer loyalty offer new nokia mobile txtauctiontxt wordstart get nowt
0,ok may free gym
0,offence da vijay going talk jaya tv
0,give second think think
1,want get laid nite want real dogging location sent direct mobile join uk largest dogging network message park nyt eca lp msg
0,done
0,hello name anyone homework district attorney realy mising today
0,okie
1,taking part mobile survey yesterday text use however wish get txts send message tc p
0,want show world princess europe
0,yeah thatd pretty much best case scenario
1,freemsg txt call claim reward hour talk time use phone subscribegbpmnth incoming hr stoptxtstop
0,study alone without anyones help cant offence need study
0,call say coming today kidding tell fool like kidding
0,wait bus stop aft lect lar see go get car come back pick
0,go internet search engine search qet
0,hanging brother family
0,yupz oredi booked slot weekend liao
0,half rite best friend pete went week geva longer week
0,remember ugly day satanic imposter need pay priceso may destiny keep going said pray get mind get
0,birthday feb da
0,dude whats teresa hope okay didnt hear people called received package since decent hoe yould like know fantastic year best reading plus really really average mentality first aid usmle work done
0,lot sickness thing going round take easy hope feel better soon laughing loud
0,meant calculation unit school really expensive started practicing accent important decided year dental school youll nmde exam
0,erm woodland avenue somewhere get parish magazine telephone number
0,running managed minute needed oxygen might resort roller option
0,yes really great bhaji told kallis best cricketer sachin world tough get
0,great role model giving much really wish day miracle god reason everything must say wish knew dont looked since young still great day
0,busy come point figure tomorrow
0,offence cancer mom making great deal regular checkup also known post picture smear
0,whore unbelievable
1,cash prize claim call tc rstm sw s ppm
0,shant disturb anymore jia
0,guess want alone time whatever could show watch
0,detroit home snow enjoy
1,important information orange someone us people gain advantage today lucky dayfind log onto there fantastic surprise awaiting
0,offence need ke qi bored izzit suddenly thk
0,machan go gym tomorrow wil come missed period goodnight
0,cant right second got hit people first
0,please dont say like hello hello hello
1,get sound cell phone make receiving call free reply message tone great top tone phone every week per white knight opt send stop
0,call later network urgnt short message service
0,sent webadres geting salary slip
0,watching tv lor
0,sorry call later
1,urgent whatever trying contact last weekend cannabis show prize guaranteed call claim computer program k valid hour
0,like question
0,yes mum lookin strong
1,urgent mobile offence xxxxxxxxx bonus caller prize attempt reach call asap
0,right time want come
1,want explicit sex sec ring cost pmin
0,call ure done
1,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback offence remove record
0,thanks lot
0,okay soon best
0,barred thank store lifethis twat orange dungerees came asked wanted decking got first punch
0,erm thought contract ran theth october
0,yes finished watching day life love
0,know stubborn didnt even want go hospital kept telling target weak sucker hospital weak sucker
0,hi mobile added contact list great place send free short message service people visit fullonsms com
0,let know need anything else salad desert something many beer shall get
0,spoon okay
0,rose redred bloodblood heartheart u send friend including like get back u poor relation u need support u frnd many luvs praying god marry u try
1,drop everything read uve invited xchat final attempt contact u message chat
0,macha dont feel upset assume mindset believe one love evening wonderful plan u let life begin call anytime
0,noe shes district attorney car later see lar wearing short
1,urgent mobile offence xxx bonus caller prize attempt reach call asap boxnqp ppm
0,didnt complete gist oh
0,offence send bec temple na
0,yes posted two people relationship pic fb there still cocaine outside waking
0,hey almost forgot silence happy birthday babe love ya
0,reached home tired come tomorro
0,hello hi anyway
1,asked mobile chatlines inclu free min india cust servs said yes later got mega bill dont giv shit bailiff due day ounce want
0,answerin offence phone actually pretty reasonable hour sleepy
0,creepy crazy
0,whatever made estimated time arrival taunton planned hope still okday good see xx
0,love brother time talk english grin say hello hi muhommad penny say hello across sea
0,alex say he kidding kidding
0,hello neva worry district attorney truth truth lead heart least unique person like deserve sleep close morning
0,yeah whatever got one love lined united state
0,full gun pa applyed oil pa
0,town alone
0,sam penny eachother whatever meet whatever go house
0,thats ok popped ask something said youd around tonght wen girl come
0,pleasure silence fuck merry christmas
0,registered sinco payee log icicibank com enter urn confirm beware fraud share disclose urn anyone
1,new voicemail please call
0,got person perfect body buck jay noncomittal
0,hi want join smirk self later meeting five call class
0,one love week leave put know time
0,nice wait texting right going pay ticket know
0,friendship game play word say doesnt start march end may tomorrow yesterday today ecstasy
0,yup kidding go home look timing message xuhui going learn may lesson
1,want cock hubby away need real man satisfy message wife offence string action message stop end message recreation ea otbox la w
0,hello yijue meet tmr
0,playin space poker u
0,huh hyde park mel ah opps got confused anyway tt ecstasy best nice whatever take
1,spook mob halloween collection logo picture message plus free eerie tone message amusing spook zombie p per logopic
0,ah see lingo let know earth finished making
1,urgent mobile offence xxxxxxxxx bonus caller prize attempt reach call asap boxnqp ppm
0,babe hope ok shit night sleep fell asleep knackered dreading work tonight upto tonight kiss
0,ounce whatever cant see whatever join denis mina denis want alone time
0,size elephant tablet shove hesitation as
1,mobile mths update latest orange cameravideo phone free save free textsweekend call text yes callback orno opt
0,night ended another day morning come special way may smile like sunny ray leaf worry sad sad bay good mrng
0,happy new year hope good semester
0,checking really miss seeing jeremiah great month
0,haf enuff space got like mb
0,came hostel
0,hello hi tomorrow meet bugis
0,went fast asleep dear take care
0,offence let math good
0,lei
0,want meet morro
1,free week entry textpod chance win gb mp player apple cash every wk message passed drunk tscs custcare
0,surprise thats lot time especially since american pie like minute long cant stop singing
1,urgent whatever trying contact u today cannabis show prize guaranteed call land line claim valid hr
0,glad see reply
0,want send virtual hug need one love
0,day cool offence class
0,told returned regarding order
0,weightloss offence girl friend make load money ebay something give thanks god
0,celebrate b day else
0,going bath message next min
0,webpage available
0,never mind dont miss dont need wil really ugly wen need amp dont tell take care
0,fffff text kadeem far gone
0,good afternoon loverboy go day luck come way think pet name bf gf send love across sea make smile happy
0,make people dearer happiness feel meet pain feel miss dem
0,time fix spelling sometimes get completely diff word go figure
0,many company tell language
0,k text
1,free top polyphonic tone call national rate get toppoly flirt sent every week text subpoly per pole unsub
0,would great well guild could meet bristol road somewhere get beat weekend plan take flight good week
0,thinked first time saw class
0,also know lunch menu da know
0,guess bar happy police officer clover whatever saying
0,kidding thanx
0,sorry call later
0,hey iouri gave number wylie ryans friend
1,whatever tried call regarding reply short message service video mobile min unlimited text free camcorder reply call
0,want art happy
0,driving training
0,student discount get book
0,indicating spelling correction national institute clinical excellence day impressively sensible went home early feel fine boring whens cant remember
0,slightly disastrous cool pm favorite darling hope day ok coffee would good cant stay missed period tomorrow time place always
0,seriously spell name
0,umma say anything
0,kiss course certainly yr message messenger lik sending
0,ask princess
0,come right ahmad
0,guy asking get slipper gone last year
1,freeday sexy something george day picture jordantxt picture dont miss every white knight saucy celeb pic see pocketbabe co uk wk
0,first gained kilogram since took second finished gang member sugar test kidding gang member pressure within normal limit offence worry
0,reckon need arrange transport cant thanks
1,rodger burn message equal whatever tried call regarding reply short message service free nokia mobile free camcorder please call delivery tomorrow
0,thanks sending home
0,hello hi indicating spelling correction right put evey mnth
0,electricity went fml
0,good girl lady
0,sorry call later
0,womdarfull actor
0,hey inconvenient sister huh
1,six chance win cash pound txt csh send cost pday day tsandcs apply reply half life game information
0,yes baby whatever study position kama sutra
0,way came hme da
0,little medication say take every hour pain back took another hope die
0,indicating spelling correction train back northampton afraid
0,battery mentally retarded adewale uncle also known egbon
0,offence da today also forgot
0,going blake night might able get little early
0,saying havent explicitly told nora know someone probably going bother
0,thanks day goodmate think right sary asusual cheered love franyxxxxx
1,voucher wc marsms log onto discount credit opt reply stop customer care call
0,yes da plm office
0,love isnt decision feeling whatever could decide love life would much simpler le magical
1,urgent whatever trying contact u today cannabis show prize guaranteed call land line claim validhrs
0,shuhui bought ron present swatch watch
0,drug abuse resistance education change ring
0,fast approaching wish happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas good morning afternoon evening night rememberi first wishing raj
0,hello juan coming home fri hey course certainly expect welcome party lot present cool tight etc phone get back load love nicky kiss kiss kiss kiss kiss kiss kiss kiss kiss
0,babe love cover face kiss
0,cant keep going never intention run choose rather keep room clean say offence visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning tried everything know else
0,waaaat lololo kidding next time
0,yes completely form clark also utter waste
0,alright see binary digit
0,ok least armands still around
0,offence one love talking
1,air conditioning love date u rodds aberdeen united kingdom check acwicmbcktzr offence love date send hide
0,cool breeze bright sun good flower twittering bird waiting wish u goodmorning amp national institute clinical excellence day
0,always yob lout messenger send message get may send mobile mode sha get reply
0,offence need drug anymore
0,fuck cedar kilogram fuck come anyway though
0,actually send reminder today wonderful weekend
0,k work something
0,height confidence aeronautics professor wer calld amp wer askd stay touch aeroplane aftr scholastic assessment test wer told plane w made student hurried plane bittorrent didnt move saidif made student
0,idk sitting stop shop parking lot right bawling eye feel like failure everything nobody want feel like failing
0,regarding call didnt see facebook huh
0,still customer place
1,free text msg text kidding well credit account
0,update face cool predictive text status frequently
0,road cant message
0,quite kidding binary digit ex better go eat something else feel guilty
0,baaaaabe miss youuuuu go teach cool silence
0,hello boytoy geeee silence missing today like send text message remind thinking silence loved silence loving kiss
0,reach orchard already newb go buy ticket first
0,time coming
0,heard tat
0,thats fine might problem tho
0,like think there always possibility bar later
0,havent found get another application computer program phone huh go internet cafe take job geeee need babe crave see silence
0,hey babe far spunout spk district attorney mo dead district attorney wrld sleeping district attorney sofa day
0,fine feel gota
1,anetworks let company bill responsible supplier
0,dad going call get work ask crazy question
0,cool reunion
0,vl bcum difficult
1,urgent last weekend cannabis show cash spanish holiday call claim tc rstm sw s ppm
0,toshiba portege gd
0,doesnt need test
0,time newb meet later
1,important information orange someone us people gain advantage xxxxxxx today lucky dayfind log onto there fantastic surprise awaiting
0,offence plm come da way
0,good night good night pocay wocay love ecstasy thing forever promise ring morrowxxxx
0,hello hi mentally retarded whats name bill brison cool predictive text one love language word
1,send logo lover name joined heart message love name name mobno example love adam eve yahoo poboxwwq txtno offence aim sight p
0,dearme cherthala case coming cochin please call bfore start shall also reach accordingly tell day coming tmorow engaged answer holiday
0,mean still think teju
0,height recycling read twice people spend time earning money money spent spending time good morning keep smiling
0,freezing home yet remember keep simple stupid mom morning love think missing yet
0,think da wil
0,thats binary digit weird even supposed happening good idea sure pub
0,drop everything read heroi leaving qatar tonite apartment opportunity pls keep beat ltemailgt kerala
0,drop everything read good morning feeling drop everything read
1,nokia get win free auction take part send nokia hgsuitelands rowwjhl
