Label,Data,clean,clean_sentence
spam,important information orange card someone us people gain advantage xxxxxxx later today lucky ticket dayfind we log into onto there my fantastic surprise is awaiting,"['important', 'information', 'orange', 'card', 'someone', 'u', 'people', 'gain', 'advantage', 'xxxxxxx', 'later', 'today', 'lucky', 'ticket', 'dayfind', 'log', 'onto', 'fantastic', 'surprise', 'awaiting']",important information orange card someone u people gain advantage xxxxxxx later today lucky ticket dayfind log onto fantastic surprise awaiting
spam,send yourself logo love lover name joined of heart message love story name name mobno box example love life adam eve name yahoo yahoo poboxwwq yahoo txtno offence aim sight p,"['send', 'logo', 'love', 'lover', 'name', 'joined', 'heart', 'message', 'love', 'story', 'name', 'name', 'mobno', 'box', 'example', 'love', 'life', 'adam', 'eve', 'name', 'yahoo', 'yahoo', 'poboxwwq', 'yahoo', 'txtno', 'offence', 'aim', 'sight', 'p']",send logo love lover name joined heart message love story name name mobno box example love life adam eve name yahoo yahoo poboxwwq yahoo txtno offence aim sight p
spam,send logo lover name in joined heart title message name love name phone name messages mobno as example email love adam to eve love yahoo poboxwwq txtno offence aim sight p,"['send', 'logo', 'lover', 'name', 'joined', 'heart', 'title', 'message', 'name', 'love', 'name', 'phone', 'name', 'message', 'mobno', 'example', 'email', 'love', 'adam', 'eve', 'love', 'yahoo', 'poboxwwq', 'txtno', 'offence', 'aim', 'sight', 'p']",send logo lover name joined heart title message name love name phone name message mobno example email love adam eve love yahoo poboxwwq txtno offence aim sight p
spam,nokia also get win price free if auction holders take part send nokia select hgsuitelands 2013 rowwjhl,"['nokia', 'also', 'get', 'win', 'price', 'free', 'auction', 'holder', 'take', 'part', 'send', 'nokia', 'select', 'hgsuitelands', 'rowwjhl']",nokia also get win price free auction holder take part send nokia select hgsuitelands rowwjhl
spam,nokia get win for free per auction by take the part but send nokia hgsuitelands at rowwjhl,"['nokia', 'get', 'win', 'free', 'per', 'auction', 'take', 'part', 'send', 'nokia', 'hgsuitelands', 'rowwjhl']",nokia get win free per auction take part send nokia hgsuitelands rowwjhl
spam,balance test next question sang uptown girl voice answer text message answer good girl luck,"['balance', 'test', 'next', 'question', 'sang', 'uptown', 'girl', 'voice', 'answer', 'text', 'message', 'answer', 'good', 'girl', 'luck']",balance test next question sang uptown girl voice answer text message answer good girl luck
spam,balance next direct question sing sang uptown girl sing answer message answer letters good luck,"['balance', 'next', 'direct', 'question', 'sing', 'sang', 'uptown', 'girl', 'sing', 'answer', 'message', 'answer', 'letter', 'good', 'luck']",balance next direct question sing sang uptown girl sing answer message answer letter good luck
spam,business record indicate maybe entitled 5 pound compensation protection accident claim for free reply claim stop msg stop message stop,"['business', 'record', 'indicate', 'maybe', 'entitled', 'pound', 'compensation', 'protection', 'accident', 'claim', 'free', 'reply', 'claim', 'stop', 'msg', 'stop', 'message', 'stop']",business record indicate maybe entitled pound compensation protection accident claim free reply claim stop msg stop message stop
spam,record indicate maybe was entitled back pound compensation after accident claim free reply services claim msg connection stop message stop,"['record', 'indicate', 'maybe', 'entitled', 'back', 'pound', 'compensation', 'accident', 'claim', 'free', 'reply', 'service', 'claim', 'msg', 'connection', 'stop', 'message', 'stop']",record indicate maybe entitled back pound compensation accident claim free reply service claim msg connection stop message stop
spam,congratulation claim important sales person rest world bonus ticket see blu concert return november 15 blu gift charge guaranteed employee call fee claim tscs cost max,"['congratulation', 'claim', 'important', 'sale', 'person', 'rest', 'world', 'bonus', 'ticket', 'see', 'blu', 'concert', 'return', 'november', 'blu', 'gift', 'charge', 'guaranteed', 'employee', 'call', 'fee', 'claim', 'tscs', 'cost', 'max']",congratulation claim important sale person rest world bonus ticket see blu concert return november blu gift charge guaranteed employee call fee claim tscs cost max
spam,vip congratulation claim important 1 person tour rest world limited ticket check see blu concert november 1 blu gift guaranteed call claim tscs production cost max,"['vip', 'congratulation', 'claim', 'important', 'person', 'tour', 'rest', 'world', 'limited', 'ticket', 'check', 'see', 'blu', 'concert', 'november', 'blu', 'gift', 'guaranteed', 'call', 'claim', 'tscs', 'production', 'cost', 'max']",vip congratulation claim important person tour rest world limited ticket check see blu concert november blu gift guaranteed call claim tscs production cost max
spam,want new nokia colour cell phone has deliveredtomorrow free 5 minute play mobile phone free new text free camcorder reply call,"['want', 'new', 'nokia', 'colour', 'cell', 'phone', 'deliveredtomorrow', 'free', 'minute', 'play', 'mobile', 'phone', 'free', 'new', 'text', 'free', 'camcorder', 'reply', 'call']",want new nokia colour cell phone deliveredtomorrow free minute play mobile phone free new text free camcorder reply call
spam,want the new nokia 360 colour phone had deliveredtomorrow free 4 minute mobile free smart text free instant camcorder reply call,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minute', 'mobile', 'free', 'smart', 'text', 'free', 'instant', 'camcorder', 'reply', 'call']",want new nokia colour phone deliveredtomorrow free minute mobile free smart text free instant camcorder reply call
spam,boltblue tone p reply poly mono one example poly double yes the yes slide yeah the slow dance jamz toxic ii come out stop tone message,"['boltblue', 'tone', 'p', 'reply', 'poly', 'mono', 'one', 'example', 'poly', 'double', 'yes', 'yes', 'slide', 'yeah', 'slow', 'dance', 'jamz', 'toxic', 'ii', 'come', 'stop', 'tone', 'message']",boltblue tone p reply poly mono one example poly double yes yes slide yeah slow dance jamz toxic ii come stop tone message
spam,pro boltblue tone call p n reply poly mono example poly yes e yes c slide yeah slow 2 jamz toxic come stop pop tone message,"['pro', 'boltblue', 'tone', 'call', 'p', 'n', 'reply', 'poly', 'mono', 'example', 'poly', 'yes', 'e', 'yes', 'c', 'slide', 'yeah', 'slow', 'jamz', 'toxic', 'come', 'stop', 'pop', 'tone', 'message']",pro boltblue tone call p n reply poly mono example poly yes e yes c slide yeah slow jamz toxic come stop pop tone message
spam,like xmas songs iscoming awarded either free compact cd disc gift voucher free entry music weekly subscription cannabis message music tnc,"['like', 'xmas', 'song', 'iscoming', 'awarded', 'either', 'free', 'compact', 'cd', 'disc', 'gift', 'voucher', 'free', 'entry', 'music', 'weekly', 'subscription', 'cannabis', 'message', 'music', 'tnc']",like xmas song iscoming awarded either free compact cd disc gift voucher free entry music weekly subscription cannabis message music tnc
spam,xmas iscoming prizes awarded to either compact disc in gift voucher free entry weekly online cannabis message daily music website tnc,"['xmas', 'iscoming', 'prize', 'awarded', 'either', 'compact', 'disc', 'gift', 'voucher', 'free', 'entry', 'weekly', 'online', 'cannabis', 'message', 'daily', 'music', 'website', 'tnc']",xmas iscoming prize awarded either compact disc gift voucher free entry weekly online cannabis message daily music website tnc
spam,to win newest harry potter order phoenix cool predictive response text reply harry cat answer question a chance place first among fan reader,"['win', 'newest', 'harry', 'potter', 'order', 'phoenix', 'cool', 'predictive', 'response', 'text', 'reply', 'harry', 'cat', 'answer', 'question', 'chance', 'place', 'first', 'among', 'fan', 'reader']",win newest harry potter order phoenix cool predictive response text reply harry cat answer question chance place first among fan reader
spam,win award newest harry potter order phoenix clues cool predictive challenge text reply challenge harry no answer question chance score first among reader,"['win', 'award', 'newest', 'harry', 'potter', 'order', 'phoenix', 'clue', 'cool', 'predictive', 'challenge', 'text', 'reply', 'challenge', 'harry', 'answer', 'question', 'chance', 'score', 'first', 'among', 'reader']",win award newest harry potter order phoenix clue cool predictive challenge text reply challenge harry answer question chance score first among reader
spam,dorothy and com bank member granite issue strongbuy explosive pick member national association with security dealer member automated product quotation symbol cdgt id per,"['dorothy', 'com', 'bank', 'member', 'granite', 'issue', 'strongbuy', 'explosive', 'pick', 'member', 'national', 'association', 'security', 'dealer', 'member', 'automated', 'product', 'quotation', 'symbol', 'cdgt', 'id', 'per']",dorothy com bank member granite issue strongbuy explosive pick member national association security dealer member automated product quotation symbol cdgt id per
spam,australia dorothy mars com bank granite issue one strongbuy tactical explosive type pick member national association security dealer automated quotation symbol for cdgt is per,"['australia', 'dorothy', 'mar', 'com', 'bank', 'granite', 'issue', 'one', 'strongbuy', 'tactical', 'explosive', 'type', 'pick', 'member', 'national', 'association', 'security', 'dealer', 'automated', 'quotation', 'symbol', 'cdgt', 'per']",australia dorothy mar com bank granite issue one strongbuy tactical explosive type pick member national association security dealer automated quotation symbol cdgt per
spam,smart mobile mths call update free orange latest colour network camera mobile mobile voice unlimited weekend call call mobile upd tv freefone free stoptx,"['smart', 'mobile', 'mths', 'call', 'update', 'free', 'orange', 'latest', 'colour', 'network', 'camera', 'mobile', 'mobile', 'voice', 'unlimited', 'weekend', 'call', 'call', 'mobile', 'upd', 'tv', 'freefone', 'free', 'stoptx']",smart mobile mths call update free orange latest colour network camera mobile mobile voice unlimited weekend call call mobile upd tv freefone free stoptx
spam,mobile mths sms update free mobile orange latest colour camera flash mobile unlimited mobile weekend call call operator mobile live upd use freefone stoptx,"['mobile', 'mths', 'update', 'free', 'mobile', 'orange', 'latest', 'colour', 'camera', 'flash', 'mobile', 'unlimited', 'mobile', 'weekend', 'call', 'call', 'operator', 'mobile', 'live', 'upd', 'use', 'freefone', 'stoptx']",mobile mths update free mobile orange latest colour camera flash mobile unlimited mobile weekend call call operator mobile live upd use freefone stoptx
spam,well now defined look muscle get send mobile get content call back polytruepixringtonesgames contains six downloads,"['well', 'defined', 'look', 'muscle', 'get', 'send', 'mobile', 'get', 'content', 'call', 'back', 'polytruepixringtonesgames', 'contains', 'six', 'downloads']",well defined look muscle get send mobile get content call back polytruepixringtonesgames contains six downloads
spam,some well well defined little muscle to get some mobile content call polytruepixringtonesgames six full downloads,"['well', 'well', 'defined', 'little', 'muscle', 'get', 'mobile', 'content', 'call', 'polytruepixringtonesgames', 'six', 'full', 'downloads']",well well defined little muscle get mobile content call polytruepixringtonesgames six full downloads
spam,data check will choose version babe in video and shsex netun and fgkslpopw fgkslpo,"['data', 'check', 'choose', 'version', 'babe', 'video', 'shsex', 'netun', 'fgkslpopw', 'fgkslpo']",data check choose version babe video shsex netun fgkslpopw fgkslpo
spam,now check and choose on babe video shsex to netun on fgkslpopw is fgkslpo,"['check', 'choose', 'babe', 'video', 'shsex', 'netun', 'fgkslpopw', 'fgkslpo']",check choose babe video shsex netun fgkslpopw fgkslpo
spam,people dogging the area call them join like world minded guy they arrange there evening with minapn to lsbb,"['people', 'dogging', 'area', 'call', 'join', 'like', 'world', 'minded', 'guy', 'arrange', 'evening', 'minapn', 'lsbb']",people dogging area call join like world minded guy arrange evening minapn lsbb
spam,but people dogging this area call join like some minded guy and arrange from there evening minapn to lsbb,"['people', 'dogging', 'area', 'call', 'join', 'like', 'minded', 'guy', 'arrange', 'evening', 'minapn', 'lsbb']",people dogging area call join like minded guy arrange evening minapn lsbb
spam,freemsg world hello baby wow we got new computeraided manufacturing machine moby want see good looking tv pic the fancy job chatim win news utxt comment rply fat chat hlp msgp link rcv,"['freemsg', 'world', 'hello', 'baby', 'wow', 'got', 'new', 'computeraided', 'manufacturing', 'machine', 'moby', 'want', 'see', 'good', 'looking', 'tv', 'pic', 'fancy', 'job', 'chatim', 'win', 'news', 'utxt', 'comment', 'rply', 'fat', 'chat', 'hlp', 'msgp', 'link', 'rcv']",freemsg world hello baby wow got new computeraided manufacturing machine moby want see good looking tv pic fancy job chatim win news utxt comment rply fat chat hlp msgp link rcv
spam,can freemsg hello hey baby wow got new computeraided linux manufacturing system moby want see good looking in pic fancy bit chatim win utxt and rply tv chat in hlp msgp and rcv,"['freemsg', 'hello', 'hey', 'baby', 'wow', 'got', 'new', 'computeraided', 'linux', 'manufacturing', 'system', 'moby', 'want', 'see', 'good', 'looking', 'pic', 'fancy', 'bit', 'chatim', 'win', 'utxt', 'rply', 'tv', 'chat', 'hlp', 'msgp', 'rcv']",freemsg hello hey baby wow got new computeraided linux manufacturing system moby want see good looking pic fancy bit chatim win utxt rply tv chat hlp msgp rcv
spam,visa free nokia motorola micro upto 0 mths fixed price linerental link free xnet 3 minstxtmth the free free btooth call mobileupd mobile call mobile optoutdwv,"['visa', 'free', 'nokia', 'motorola', 'micro', 'upto', 'mths', 'fixed', 'price', 'linerental', 'link', 'free', 'xnet', 'minstxtmth', 'free', 'free', 'btooth', 'call', 'mobileupd', 'mobile', 'call', 'mobile', 'optoutdwv']",visa free nokia motorola micro upto mths fixed price linerental link free xnet minstxtmth free free btooth call mobileupd mobile call mobile optoutdwv
spam,android free mobile nokia pay motorola paid upto mths mobile price linerental services free xnet user minstxtmth free btooth android call mobileupd mobile call free optoutdwv,"['android', 'free', 'mobile', 'nokia', 'pay', 'motorola', 'paid', 'upto', 'mths', 'mobile', 'price', 'linerental', 'service', 'free', 'xnet', 'user', 'minstxtmth', 'free', 'btooth', 'android', 'call', 'mobileupd', 'mobile', 'call', 'free', 'optoutdwv']",android free mobile nokia pay motorola paid upto mths mobile price linerental service free xnet user minstxtmth free btooth android call mobileupd mobile call free optoutdwv
spam,get lion england tone reply with lionm mono lionp poly go mac original and best mac tone 1 gbp two connected to computer operator rate and apply,"['get', 'lion', 'england', 'tone', 'reply', 'lionm', 'mono', 'lionp', 'poly', 'go', 'mac', 'original', 'best', 'mac', 'tone', 'gbp', 'two', 'connected', 'computer', 'operator', 'rate', 'apply']",get lion england tone reply lionm mono lionp poly go mac original best mac tone gbp two connected computer operator rate apply
spam,tone get lion on england tone universal reply system lionm mono lionp poly go original air best tone gbp pro two connected computer operator rate change apply,"['tone', 'get', 'lion', 'england', 'tone', 'universal', 'reply', 'system', 'lionm', 'mono', 'lionp', 'poly', 'go', 'original', 'air', 'best', 'tone', 'gbp', 'pro', 'two', 'connected', 'computer', 'operator', 'rate', 'change', 'apply']",tone get lion england tone universal reply system lionm mono lionp poly go original air best tone gbp pro two connected computer operator rate change apply
spam,painting donate unicef west asian tsunami disaster support fund texting donate are added next year bill,"['painting', 'donate', 'unicef', 'west', 'asian', 'tsunami', 'disaster', 'support', 'fund', 'texting', 'donate', 'added', 'next', 'year', 'bill']",painting donate unicef west asian tsunami disaster support fund texting donate added next year bill
spam,charity donate unicef asian tsunami disaster support support donations fund texting donate added benefit next bill,"['charity', 'donate', 'unicef', 'asian', 'tsunami', 'disaster', 'support', 'support', 'donation', 'fund', 'texting', 'donate', 'added', 'benefit', 'next', 'bill']",charity donate unicef asian tsunami disaster support support donation fund texting donate added benefit next bill
spam,no cash cover prize claim call,"['cash', 'cover', 'prize', 'claim', 'call']",cash cover prize claim call
spam,cash and prize no claim call,"['cash', 'prize', 'claim', 'call']",cash prize claim call
spam,hello mom amy whatever sending to free phone... number one two people relationship day give access for adult party,"['hello', 'mom', 'amy', 'whatever', 'sending', 'free', 'phone', 'number', 'one', 'two', 'people', 'relationship', 'day', 'give', 'access', 'adult', 'party']",hello mom amy whatever sending free phone number one two people relationship day give access adult party
spam,hello amy... whatever sending you free phone number two people relationship day we give parents access adult year party,"['hello', 'amy', 'whatever', 'sending', 'free', 'phone', 'number', 'two', 'people', 'relationship', 'day', 'give', 'parent', 'access', 'adult', 'year', 'party']",hello amy whatever sending free phone number two people relationship day give parent access adult year party
spam,of sound cell phone recording make phone receiving record call radio club get ok single week chart mobile week choose up top quality ringtone message free charge,"['sound', 'cell', 'phone', 'recording', 'make', 'phone', 'receiving', 'record', 'call', 'radio', 'club', 'get', 'ok', 'single', 'week', 'chart', 'mobile', 'week', 'choose', 'top', 'quality', 'ringtone', 'message', 'free', 'charge']",sound cell phone recording make phone receiving record call radio club get ok single week chart mobile week choose top quality ringtone message free charge
spam,smooth sound cell phone make receiving call club get ok charting single country chart mobile week show choose top track quality ringtone voice message free no charge,"['smooth', 'sound', 'cell', 'phone', 'make', 'receiving', 'call', 'club', 'get', 'ok', 'charting', 'single', 'country', 'chart', 'mobile', 'week', 'show', 'choose', 'top', 'track', 'quality', 'ringtone', 'voice', 'message', 'free', 'charge']",smooth sound cell phone make receiving call club get ok charting single country chart mobile week show choose top track quality ringtone voice message free charge
spam,air today vodafone number ending with selected names receive ap award number match call highlights receive award,"['air', 'today', 'vodafone', 'number', 'ending', 'selected', 'name', 'receive', 'ap', 'award', 'number', 'match', 'call', 'highlight', 'receive', 'award']",air today vodafone number ending selected name receive ap award number match call highlight receive award
spam,3 today vodafone number record ending title selected receive award number win match call nominated receive award,"['today', 'vodafone', 'number', 'record', 'ending', 'title', 'selected', 'receive', 'award', 'number', 'win', 'match', 'call', 'nominated', 'receive', 'award']",today vodafone number record ending title selected receive award number win match call nominated receive award
spam,no urgent need whatever trying contact phone u today cannabis show for prize race guaranteed call land telephone line claim validhrs,"['urgent', 'need', 'whatever', 'trying', 'contact', 'phone', 'u', 'today', 'cannabis', 'show', 'prize', 'race', 'guaranteed', 'call', 'land', 'telephone', 'line', 'claim', 'validhrs']",urgent need whatever trying contact phone u today cannabis show prize race guaranteed call land telephone line claim validhrs
spam,urgent whatever trying contact come u up today cannabis show this prize guaranteed free call land or line outstanding claim validhrs,"['urgent', 'whatever', 'trying', 'contact', 'come', 'u', 'today', 'cannabis', 'show', 'prize', 'guaranteed', 'free', 'call', 'land', 'line', 'outstanding', 'claim', 'validhrs']",urgent whatever trying contact come u today cannabis show prize guaranteed free call land line outstanding claim validhrs
spam,see widelive x comindex in wmlidadafirsttrue x c or see diamond ringtone,"['see', 'widelive', 'x', 'comindex', 'wmlidadafirsttrue', 'x', 'c', 'see', 'diamond', 'ringtone']",see widelive x comindex wmlidadafirsttrue x c see diamond ringtone
spam,with widelive or comindex for wmlidadafirsttrue version c must see the ringtone,"['widelive', 'comindex', 'wmlidadafirsttrue', 'version', 'c', 'must', 'see', 'ringtone']",widelive comindex wmlidadafirsttrue version c must see ringtone
spam,thanks sound cell phone connections make receiving call order reference charged service great expectations british record pound sterling fee per week unsubscribe d anytime anytime calling service customer service,"['thanks', 'sound', 'cell', 'phone', 'connection', 'make', 'receiving', 'call', 'order', 'reference', 'charged', 'service', 'great', 'expectation', 'british', 'record', 'pound', 'sterling', 'fee', 'per', 'week', 'unsubscribe', 'anytime', 'anytime', 'calling', 'service', 'customer', 'service']",thanks sound cell phone connection make receiving call order reference charged service great expectation british record pound sterling fee per week unsubscribe anytime anytime calling service customer service
spam,thanks sound cell phone call make in receiving call purchase order book reference charged great british pound sterling per new week unsubscribe it anytime phone calling customer contact service,"['thanks', 'sound', 'cell', 'phone', 'call', 'make', 'receiving', 'call', 'purchase', 'order', 'book', 'reference', 'charged', 'great', 'british', 'pound', 'sterling', 'per', 'new', 'week', 'unsubscribe', 'anytime', 'phone', 'calling', 'customer', 'contact', 'service']",thanks sound cell phone call make receiving call purchase order book reference charged great british pound sterling per new week unsubscribe anytime phone calling customer contact service
spam,an urgent rescue attempt contact u boats prize yesterday and still awaiting collection claim call,"['urgent', 'rescue', 'attempt', 'contact', 'u', 'boat', 'prize', 'yesterday', 'still', 'awaiting', 'collection', 'claim', 'call']",urgent rescue attempt contact u boat prize yesterday still awaiting collection claim call
spam,urgent attempt contact u bank prize fund yesterday still awaiting collection mail claim phone call,"['urgent', 'attempt', 'contact', 'u', 'bank', 'prize', 'fund', 'yesterday', 'still', 'awaiting', 'collection', 'mail', 'claim', 'phone', 'call']",urgent attempt contact u bank prize fund yesterday still awaiting collection mail claim phone call
spam,nokia would get win was free at auction must take their part send to nokia hgsuitelands rowwjhl,"['nokia', 'would', 'get', 'win', 'free', 'auction', 'must', 'take', 'part', 'send', 'nokia', 'hgsuitelands', 'rowwjhl']",nokia would get win free auction must take part send nokia hgsuitelands rowwjhl
spam,get nokia get us win free auction take all part to send nokia get hgsuitelands to rowwjhl,"['get', 'nokia', 'get', 'u', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', 'get', 'hgsuitelands', 'rowwjhl']",get nokia get u win free auction take part send nokia get hgsuitelands rowwjhl
spam,sorry unsubscribe to yet mob hit offer package minute during term week please do resubmit request or expiry a reply with themob bank help information,"['sorry', 'unsubscribe', 'yet', 'mob', 'hit', 'offer', 'package', 'minute', 'term', 'week', 'please', 'resubmit', 'request', 'expiry', 'reply', 'themob', 'bank', 'help', 'information']",sorry unsubscribe yet mob hit offer package minute term week please resubmit request expiry reply themob bank help information
spam,call sorry unsubscribe not yet mob offer one package 9 minute term week free please resubmit request expiry only reply themob bank help ask information,"['call', 'sorry', 'unsubscribe', 'yet', 'mob', 'offer', 'one', 'package', 'minute', 'term', 'week', 'free', 'please', 'resubmit', 'request', 'expiry', 'reply', 'themob', 'bank', 'help', 'ask', 'information']",call sorry unsubscribe yet mob offer one package minute term week free please resubmit request expiry reply themob bank help ask information
spam,two connected people computer solutions operator service offered free c visit biz,"['two', 'connected', 'people', 'computer', 'solution', 'operator', 'service', 'offered', 'free', 'c', 'visit', 'biz']",two connected people computer solution operator service offered free c visit biz
spam,two connected computer operator service free for c can visit cafe biz,"['two', 'connected', 'computer', 'operator', 'service', 'free', 'c', 'visit', 'cafe', 'biz']",two connected computer operator service free c visit cafe biz
spam,reply on win weekly match federation and international de sport football association football world cup held send stop end service,"['reply', 'win', 'weekly', 'match', 'federation', 'international', 'de', 'sport', 'football', 'association', 'football', 'world', 'cup', 'held', 'send', 'stop', 'end', 'service']",reply win weekly match federation international de sport football association football world cup held send stop end service
spam,reply offer win back weekly interview federation international de la football association world cup held send stop end official service,"['reply', 'offer', 'win', 'back', 'weekly', 'interview', 'federation', 'international', 'de', 'la', 'football', 'association', 'world', 'cup', 'held', 'send', 'stop', 'end', 'official', 'service']",reply offer win back weekly interview federation international de la football association world cup held send stop end official service
spam,customer service annoncement by new year transfer delivery at waiting list please call this arrange delivery,"['customer', 'service', 'annoncement', 'new', 'year', 'transfer', 'delivery', 'waiting', 'list', 'please', 'call', 'arrange', 'delivery']",customer service annoncement new year transfer delivery waiting list please call arrange delivery
spam,customer service provides annoncement new 1st year online delivery waiting staff please call from arrange delivery,"['customer', 'service', 'provides', 'annoncement', 'new', 'year', 'online', 'delivery', 'waiting', 'staff', 'please', 'call', 'arrange', 'delivery']",customer service provides annoncement new year online delivery waiting staff please call arrange delivery
spam,mobile standard mths basic update phone free orange latest colour camera mobile unlimited tv weekend call call box mobile upd cell freefone mobile stoptxt,"['mobile', 'standard', 'mths', 'basic', 'update', 'phone', 'free', 'orange', 'latest', 'colour', 'camera', 'mobile', 'unlimited', 'tv', 'weekend', 'call', 'call', 'box', 'mobile', 'upd', 'cell', 'freefone', 'mobile', 'stoptxt']",mobile standard mths basic update phone free orange latest colour camera mobile unlimited tv weekend call call box mobile upd cell freefone mobile stoptxt
spam,mobile internet mths update 1 free orange 2 latest colour camera mobile tv unlimited the weekend line call call mobile upd freefone europe stoptxt,"['mobile', 'internet', 'mths', 'update', 'free', 'orange', 'latest', 'colour', 'camera', 'mobile', 'tv', 'unlimited', 'weekend', 'line', 'call', 'call', 'mobile', 'upd', 'freefone', 'europe', 'stoptxt']",mobile internet mths update free orange latest colour camera mobile tv unlimited weekend line call call mobile upd freefone europe stoptxt
spam,play think smart play win matches week weekly quiz text play nowtcs winnersclub po prize box challenge uz kids gbp results week,"['play', 'think', 'smart', 'play', 'win', 'match', 'week', 'weekly', 'quiz', 'text', 'play', 'nowtcs', 'winnersclub', 'po', 'prize', 'box', 'challenge', 'uz', 'kid', 'gbp', 'result', 'week']",play think smart play win match week weekly quiz text play nowtcs winnersclub po prize box challenge uz kid gbp result week
spam,think smart quiz win week a weekly quiz text sports play season nowtcs winnersclub plan po big box uz gbp tv week,"['think', 'smart', 'quiz', 'win', 'week', 'weekly', 'quiz', 'text', 'sport', 'play', 'season', 'nowtcs', 'winnersclub', 'plan', 'po', 'big', 'box', 'uz', 'gbp', 'tv', 'week']",think smart quiz win week weekly quiz text sport play season nowtcs winnersclub plan po big box uz gbp tv week
spam,new club dont even snitch for whatever get met yet somewhere great see please leave some message on today address area safe reply promised carlie kiss call with minmobsmore at lkpoboxhpfl,"['new', 'club', 'dont', 'even', 'snitch', 'whatever', 'get', 'met', 'yet', 'somewhere', 'great', 'see', 'please', 'leave', 'message', 'today', 'address', 'area', 'safe', 'reply', 'promised', 'carlie', 'kiss', 'call', 'minmobsmore', 'lkpoboxhpfl']",new club dont even snitch whatever get met yet somewhere great see please leave message today address area safe reply promised carlie kiss call minmobsmore lkpoboxhpfl
spam,new events club night dont snitch whatever get met yet unknown great event see who please leave message today to area wide reply promised message carlie kiss call minmobsmore and lkpoboxhpfl,"['new', 'event', 'club', 'night', 'dont', 'snitch', 'whatever', 'get', 'met', 'yet', 'unknown', 'great', 'event', 'see', 'please', 'leave', 'message', 'today', 'area', 'wide', 'reply', 'promised', 'message', 'carlie', 'kiss', 'call', 'minmobsmore', 'lkpoboxhpfl']",new event club night dont snitch whatever get met yet unknown great event see please leave message today area wide reply promised message carlie kiss call minmobsmore lkpoboxhpfl
spam,link picture for sent devices also use,"['link', 'picture', 'sent', 'device', 'also', 'use']",link picture sent device also use
spam,link picture sent through also the use,"['link', 'picture', 'sent', 'also', 'use']",link picture sent also use
spam,and guaranteed download latest nokia camera phone 1 gb smart mp player apple music file player unicode prize message system word book collect mail ibhltd ldnwh pmtmsgrcvd,"['guaranteed', 'download', 'latest', 'nokia', 'camera', 'phone', 'gb', 'smart', 'mp', 'player', 'apple', 'music', 'file', 'player', 'unicode', 'prize', 'message', 'system', 'word', 'book', 'collect', 'mail', 'ibhltd', 'ldnwh', 'pmtmsgrcvd']",guaranteed download latest nokia camera phone gb smart mp player apple music file player unicode prize message system word book collect mail ibhltd ldnwh pmtmsgrcvd
spam,unlimited guaranteed access latest devices nokia phone gb iphone mp player latest apple iphone music file playback player video prize message word collect for ibhltd ldnwh pmtmsgrcvd,"['unlimited', 'guaranteed', 'access', 'latest', 'device', 'nokia', 'phone', 'gb', 'iphone', 'mp', 'player', 'latest', 'apple', 'iphone', 'music', 'file', 'playback', 'player', 'video', 'prize', 'message', 'word', 'collect', 'ibhltd', 'ldnwh', 'pmtmsgrcvd']",unlimited guaranteed access latest device nokia phone gb iphone mp player latest apple iphone music file playback player video prize message word collect ibhltd ldnwh pmtmsgrcvd
spam,hard for exciting for chat pmin choose girl internet connect call live call cheap chat uk is biggest easy exciting service internet vu bcmwcnxx,"['hard', 'exciting', 'chat', 'pmin', 'choose', 'girl', 'internet', 'connect', 'call', 'live', 'call', 'cheap', 'chat', 'uk', 'biggest', 'easy', 'exciting', 'service', 'internet', 'vu', 'bcmwcnxx']",hard exciting chat pmin choose girl internet connect call live call cheap chat uk biggest easy exciting service internet vu bcmwcnxx
spam,hard and exciting chat talk pmin choose girl people connect chat live call cheap chat call uk times biggest exciting service on vu bcmwcnxx,"['hard', 'exciting', 'chat', 'talk', 'pmin', 'choose', 'girl', 'people', 'connect', 'chat', 'live', 'call', 'cheap', 'chat', 'call', 'uk', 'time', 'biggest', 'exciting', 'service', 'vu', 'bcmwcnxx']",hard exciting chat talk pmin choose girl people connect chat live call cheap chat call uk time biggest exciting service vu bcmwcnxx
spam,calling important messages customer service announcement message call freephone,"['calling', 'important', 'message', 'customer', 'service', 'announcement', 'message', 'call', 'freephone']",calling important message customer service announcement message call freephone
spam,important phone customer request service request announcement call freephone,"['important', 'phone', 'customer', 'request', 'service', 'request', 'announcement', 'call', 'freephone']",important phone customer request service request announcement call freephone
spam,to save money wedding lingerie choose superb service selection national standard delivery have brought a weddingfriend,"['save', 'money', 'wedding', 'lingerie', 'choose', 'superb', 'service', 'selection', 'national', 'standard', 'delivery', 'brought', 'weddingfriend']",save money wedding lingerie choose superb service selection national standard delivery brought weddingfriend
spam,can save more money wedding bride lingerie choose superb dress selection national delivery that brought weddingfriend,"['save', 'money', 'wedding', 'bride', 'lingerie', 'choose', 'superb', 'dress', 'selection', 'national', 'delivery', 'brought', 'weddingfriend']",save money wedding bride lingerie choose superb dress selection national delivery brought weddingfriend
